chr	pos	gene_name	ensg_ids
9	101322477	"AL359893.2"	"ENSG00000253041.1"
9	101334084	"ACNATP"	"ENSG00000227411.1"
9	101356466	"TRMT112P4"	"ENSG00000236763.2"
9	101358932	"AL359893.1"	"ENSG00000230328.2"
9	101360417	"BAAT"	"ENSG00000136881.11"
9	101375344	"FYTTD1P1"	"ENSG00000234502.2"
9	101387633	"MRPL50"	"ENSG00000136897.8"
9	101398873	"ZNF189"	"ENSG00000136870.10"
9	101420560	"ALDOB"	"ENSG00000136872.20"
9	101449801	"AL353621.2"	"ENSG00000270982.1"
9	101468349	"TMEM246-AS1"	"ENSG00000225376.6"
9	101473170	"PGAP4"	"ENSG00000165152.9"
9	101501643	"AL353621.1"	"ENSG00000233055.1"
9	101533853	"RNF20"	"ENSG00000155827.12"
9	101569352	"GRIN3A"	"ENSG00000198785.7"
9	101591604	"PPP3R2"	"ENSG00000188386.7"
9	101793454	"MTND3P4"	"ENSG00000230302.2"
9	102055252	"ARL2BPP7"	"ENSG00000230418.2"
9	102256604	"RNU6-329P"	"ENSG00000238882.1"
9	102444586	"AL442644.2"	"ENSG00000286243.1"
9	102515204	"AL442644.1"	"ENSG00000235901.2"
9	102519636	"LINC00587"	"ENSG00000204250.3"
9	102611162	"ZYG11AP1"	"ENSG00000232242.2"
9	102922574	"AL365396.1"	"ENSG00000234269.2"
9	102995311	"CYLC2"	"ENSG00000155833.15"
9	103065416	"AL589823.1"	"ENSG00000229830.1"
9	103140523	"LINC01492"	"ENSG00000225564.6"
9	103361952	"AL390962.1"	"ENSG00000226566.2"
9	103689473	"RNA5SP291"	"ENSG00000253031.1"
9	103999755	"AL590381.1"	"ENSG00000285483.1"
9	104080024	"SMC2-AS1"	"ENSG00000270332.2"
9	104094260	"SMC2"	"ENSG00000136824.19"
9	104270228	"TOPORSLP"	"ENSG00000242111.1"
9	104328320	"AL512646.1"	"ENSG00000203396.3"
9	104504263	"OR13F1"	"ENSG00000186881.3"
9	104519847	"AL450426.1"	"ENSG00000283001.2"
9	104526253	"OR13C4"	"ENSG00000148136.5"
9	104535749	"OR13C3"	"ENSG00000204246.3"
9	104569168	"OR13C8"	"ENSG00000186943.1"
9	104590044	"OR13D2P"	"ENSG00000237443.1"
9	104598457	"OR13C5"	"ENSG00000277556.1"
9	104604671	"OR13C2"	"ENSG00000276119.1"
9	104617248	"OR13C9"	"ENSG00000136839.1"
9	104629754	"OR13I1P"	"ENSG00000273423.1"
9	104655363	"OR13C1P"	"ENSG00000235248.3"
9	104694379	"OR13D1"	"ENSG00000179055.7"
9	104722335	"OR13D3P"	"ENSG00000188712.4"
9	104747683	"NIPSNAP3A"	"ENSG00000136783.10"
9	104764129	"NIPSNAP3B"	"ENSG00000165028.12"
9	104781006	"ABCA1"	"ENSG00000165029.16"
9	104927553	"AL359182.1"	"ENSG00000226334.1"
9	104970593	"CT70"	"ENSG00000230013.2"
9	105025932	"AL591506.1"	"ENSG00000286536.1"
9	105096756	"RN7SKP191"	"ENSG00000201583.1"
9	105244622	"SLC44A1"	"ENSG00000070214.16"
9	105447796	"FSD1L"	"ENSG00000106701.12"
9	105520128	"RALGAPA1P1"	"ENSG00000229419.1"
9	105554035	"AL158070.1"	"ENSG00000228317.2"
9	105558130	"FKTN"	"ENSG00000106692.14"
9	105656369	"AL158070.2"	"ENSG00000279609.1"
9	105662457	"TAL2"	"ENSG00000186051.7"
9	105694541	"TMEM38B"	"ENSG00000095209.12"
9	105710290	"AL592437.1"	"ENSG00000228366.1"
9	105758164	"AL592437.2"	"ENSG00000232486.1"
9	105849710	"SLC25A6P5"	"ENSG00000228948.2"
9	105993310	"LINC01505"	"ENSG00000234323.7"
9	106061354	"AL732323.1"	"ENSG00000225002.2"
9	106584142	"AL451140.1"	"ENSG00000229297.1"
9	106600928	"MIR8081"	"ENSG00000277889.1"
9	106615078	"AL512649.2"	"ENSG00000237062.2"
9	106664754	"LINC01505"	"ENSG00000234229.8"
9	106679977	"RN7SKP77"	"ENSG00000200131.1"
9	106722350	"AL512649.1"	"ENSG00000228143.2"
9	106843749	"RNA5SP292"	"ENSG00000212276.1"
9	106863166	"ZNF462"	"ENSG00000148143.13"
9	106974833	"AL807761.4"	"ENSG00000230782.1"
9	106978776	"AL512593.1"	"ENSG00000231562.1"
9	107115784	"AL807761.1"	"ENSG00000223615.2"
9	107116829	"AL807761.2"	"ENSG00000225531.1"
9	107117459	"AL807761.3"	"ENSG00000226047.1"
9	107169569	"AL445487.1"	"ENSG00000226535.1"
9	107283137	"RAD23B"	"ENSG00000119318.13"
9	107420191	"LINC01509"	"ENSG00000226825.2"
9	107426405	"AL359552.1"	"ENSG00000287233.1"
9	107458038	"HMGN2P32"	"ENSG00000213558.3"
9	107475036	"RNU6-492P"	"ENSG00000199905.1"
9	107484852	"KLF4"	"ENSG00000136826.15"
9	107534390	"AL389915.1"	"ENSG00000236005.1"
9	107543151	"PPIAP88"	"ENSG00000227350.1"
9	107663140	"RNU6-996P"	"ENSG00000202308.1"
9	107797744	"RNU6-1064P"	"ENSG00000222558.1"
9	107811616	"RN7SL659P"	"ENSG00000244104.3"
9	107834509	"RPL36AP6"	"ENSG00000231293.1"
9	107853783	"AL162389.1"	"ENSG00000233727.1"
9	107918866	"RNA5SP293"	"ENSG00000222459.1"
9	107963703	"RPS15AP27"	"ENSG00000236783.1"
9	108040213	"AC068050.1"	"ENSG00000213557.4"
9	108097432	"CHCHD4P2"	"ENSG00000237360.2"
9	108252154	"AL353742.1"	"ENSG00000230030.1"
9	108626833	"AL669983.1"	"ENSG00000169253.3"
9	108701370	"AL358779.1"	"ENSG00000231678.2"
9	108821697	"RPL36AP35"	"ENSG00000231810.1"
9	108836333	"AL359692.1"	"ENSG00000213556.3"
9	108854588	"ACTL7B"	"ENSG00000148156.8"
9	108862266	"ACTL7A"	"ENSG00000187003.7"
9	108867517	"ELP1"	"ENSG00000070061.15"
9	108934400	"ABITRAM"	"ENSG00000119328.12"
9	108942569	"CTNNAL1"	"ENSG00000119326.15"
9	109015135	"TMEM245"	"ENSG00000106771.13"
9	109042386	"AL354797.1"	"ENSG00000199331.1"
9	109046229	"MIR32"	"ENSG00000207698.1"
9	109130293	"FRRS1L"	"ENSG00000260230.3"
9	109171975	"EPB41L4B"	"ENSG00000095203.14"
9	109196201	"RNU6-984P"	"ENSG00000200106.1"
9	109300186	"MTND2P11"	"ENSG00000237124.1"
9	109324685	"AL359963.1"	"ENSG00000207329.1"
9	109375466	"PTPN3"	"ENSG00000070159.14"
9	109498325	"PALM2AKAP2"	"ENSG00000157654.19"
9	109511475	"MIR3927"	"ENSG00000263861.1"
9	109532830	"YBX1P6"	"ENSG00000213539.4"
9	109760360	"AL158829.1"	"ENSG00000232939.1"
9	110024881	"AL158823.1"	"ENSG00000228053.1"
9	110190048	"C9orf152"	"ENSG00000188959.9"
9	110243810	"TXN"	"ENSG00000136810.13"
9	110303476	"TXNDC8"	"ENSG00000204193.11"
9	110365248	"SVEP1"	"ENSG00000165124.18"
9	110369592	"RNU6-1039P"	"ENSG00000206658.1"
9	110599475	"AL592463.1"	"ENSG00000232896.1"
9	110668779	"MUSK"	"ENSG00000030304.14"
9	110727456	"AL513328.1"	"ENSG00000223918.1"
9	110873263	"LPAR1"	"ENSG00000198121.13"
9	110903337	"RNU6-432P"	"ENSG00000206923.1"
9	110934406	"AL442064.1"	"ENSG00000207401.1"
9	111097325	"RNY4P18"	"ENSG00000212409.1"
9	111139246	"AL162414.1"	"ENSG00000227531.1"
9	111271156	"MIR7702"	"ENSG00000274263.1"
9	111327483	"OR2K2"	"ENSG00000171133.3"
9	111360692	"ECPAS"	"ENSG00000136813.14"
9	111411644	"RNA5SP294"	"ENSG00000223238.1"
9	111525159	"ZNF483"	"ENSG00000173258.13"
9	111549722	"PTGR1"	"ENSG00000106853.20"
9	111574192	"AL135787.1"	"ENSG00000224644.1"
9	111602831	"LRRC37A5P"	"ENSG00000204173.11"
9	111631334	"DNAJC25"	"ENSG00000059769.20"
9	111631386	"DNAJC25-GNG10"	"ENSG00000244115.1"
9	111661605	"GNG10"	"ENSG00000242616.4"
9	111686173	"SHOC1"	"ENSG00000165181.16"
9	111802980	"AL354877.1"	"ENSG00000224067.2"
9	111839828	"RNU6-1013P"	"ENSG00000206907.1"
9	111896814	"UGCG"	"ENSG00000148154.10"
9	111932100	"MIR4668"	"ENSG00000266315.1"
9	111996635	"RNU6-710P"	"ENSG00000222356.1"
9	112028570	"AL138756.1"	"ENSG00000259953.2"
9	112040785	"SUSD1"	"ENSG00000106868.16"
9	112137797	"RNU6-855P"	"ENSG00000222327.1"
9	112169286	"AL158824.1"	"ENSG00000200261.1"
9	112173522	"AL158824.2"	"ENSG00000225513.1"
9	112217716	"PTBP3"	"ENSG00000119314.15"
9	112242550	"RN7SL57P"	"ENSG00000242256.3"
9	112252258	"RNA5SP295"	"ENSG00000199525.1"
9	112272596	"RN7SL430P"	"ENSG00000243911.3"
9	112280978	"HSPE1P28"	"ENSG00000230081.2"
9	112362714	"AL359073.1"	"ENSG00000213529.3"
9	112380080	"HSDL2"	"ENSG00000119471.15"
9	112399512	"C9orf147"	"ENSG00000230185.5"
9	112486847	"KIAA1958"	"ENSG00000165185.14"
9	112581779	"AL445187.1"	"ENSG00000250068.1"
9	112683926	"INIP"	"ENSG00000148153.14"
9	112748902	"AL390067.1"	"ENSG00000226609.2"
9	112750760	"SNX30"	"ENSG00000148158.17"
9	112878920	"SLC46A2"	"ENSG00000119457.8"
9	112885158	"AL139041.1"	"ENSG00000271631.1"
9	112957722	"ZNF883"	"ENSG00000228623.6"
9	112959134	"MUPP"	"ENSG00000237906.1"
9	112997120	"ZNF883"	"ENSG00000285447.1"
9	113038380	"ZFP37"	"ENSG00000136866.13"
9	113060086	"AL162588.1"	"ENSG00000285115.1"
9	113065535	"AL449105.1"	"ENSG00000284763.1"
9	113070983	"AL449105.3"	"ENSG00000284962.1"
9	113076429	"AL449105.4"	"ENSG00000285076.1"
9	113081871	"AL449105.2"	"ENSG00000284867.1"
9	113087317	"AL449105.5"	"ENSG00000285370.1"
9	113102117	"FAM225B"	"ENSG00000225684.4"
9	113113042	"FAM225A"	"ENSG00000231528.3"
9	113150976	"SLC31A2"	"ENSG00000136867.11"
9	113161006	"FKBP15"	"ENSG00000119321.9"
9	113221544	"SLC31A1"	"ENSG00000136868.11"
9	113255835	"CDC26"	"ENSG00000176386.9"
9	113275343	"PRPF4"	"ENSG00000136875.12"
9	113297093	"RNF183"	"ENSG00000165188.13"
9	113313222	"WDR31"	"ENSG00000148225.16"
9	113349541	"BSPRY"	"ENSG00000119411.11"
9	113373419	"HDHD3"	"ENSG00000119431.9"
9	113386312	"ALAD"	"ENSG00000148218.16"
9	113407235	"POLE3"	"ENSG00000148229.13"
9	113410054	"C9orf43"	"ENSG00000157653.11"
9	113444731	"RGS3"	"ENSG00000138835.22"
9	113570190	"AL162727.2"	"ENSG00000237073.1"
9	113614589	"AL162727.3"	"ENSG00000282897.1"
9	113619228	"AL162727.1"	"ENSG00000233817.1"
9	113650956	"AL157702.2"	"ENSG00000227482.1"
9	113758994	"AL157702.1"	"ENSG00000214669.3"
9	113850687	"AL162393.1"	"ENSG00000232905.2"
9	113876282	"ZNF618"	"ENSG00000157657.14"
9	114060127	"AMBP"	"ENSG00000106927.12"
9	114086126	"KIF12"	"ENSG00000136883.14"
9	114155537	"COL27A1"	"ENSG00000196739.15"
9	114209434	"MIR455"	"ENSG00000207726.3"
9	114323056	"ORM1"	"ENSG00000229314.5"
9	114329869	"ORM2"	"ENSG00000228278.4"
9	114334156	"AKNA"	"ENSG00000106948.16"
9	114396724	"AL138895.1"	"ENSG00000235119.1"
9	114402080	"WHRN"	"ENSG00000095397.15"
9	114491564	"AL138895.2"	"ENSG00000271214.1"
9	114572901	"AL160275.3"	"ENSG00000235797.2"
9	114587769	"ATP6V1G1"	"ENSG00000136888.7"
9	114611206	"TMEM268"	"ENSG00000157693.15"
9	114615455	"AL160275.1"	"ENSG00000201749.1"
9	114656304	"TEX53"	"ENSG00000230054.3"
9	114666434	"TEX48"	"ENSG00000230601.7"
9	114695922	"AL160275.2"	"ENSG00000230284.1"
9	114774737	"AL390240.1"	"ENSG00000274919.1"
9	114784652	"TNFSF15"	"ENSG00000181634.8"
9	114845594	"AL133412.1"	"ENSG00000229817.1"
9	114850968	"DEC1"	"ENSG00000173077.16"
9	114893343	"TNFSF8"	"ENSG00000106952.7"
9	115019575	"TNC"	"ENSG00000041982.16"
9	115119539	"AL162425.1"	"ENSG00000236461.1"
9	115252538	"AL355601.1"	"ENSG00000234692.1"
9	115324932	"AL691420.1"	"ENSG00000228714.4"
9	115734392	"AL731897.1"	"ENSG00000274755.1"
9	115888169	"LINC00474"	"ENSG00000204148.3"
9	116012361	"AL691426.1"	"ENSG00000228707.1"
9	116153791	"PAPPA"	"ENSG00000182752.10"
9	116285829	"PAPPA-AS2"	"ENSG00000226604.2"
9	116288618	"AL137024.1"	"ENSG00000244757.1"
9	116398157	"PAPPA-AS1"	"ENSG00000256040.2"
9	116425225	"ASTN2"	"ENSG00000148219.16"
9	116504283	"ASTN2-AS1"	"ENSG00000229105.1"
9	116567636	"AL133284.1"	"ENSG00000230894.2"
9	116687302	"TRIM32"	"ENSG00000119401.10"
9	116838144	"AL157829.1"	"ENSG00000285820.1"
9	117180628	"RPL10P3"	"ENSG00000230734.1"
9	117181066	"SNORA70C"	"ENSG00000207268.1"
9	117197118	"RN7SKP128"	"ENSG00000201140.1"
9	117276985	"RN7SKP125"	"ENSG00000222413.1"
9	117462294	"AL445644.1"	"ENSG00000233516.1"
9	117643151	"AL161630.1"	"ENSG00000233569.2"
9	117685254	"RPL35AP22"	"ENSG00000235133.1"
9	117704157	"AL160272.2"	"ENSG00000285082.2"
9	117704175	"TLR4"	"ENSG00000136869.16"
9	117707996	"RNU6-1082P"	"ENSG00000201444.1"
9	117759455	"AL160272.1"	"ENSG00000284977.2"
9	117840322	"AL354754.1"	"ENSG00000231901.1"
9	118082869	"TPT1P9"	"ENSG00000234782.3"
9	118687752	"AL355592.1"	"ENSG00000225050.2"
9	118740563	"LINC02578"	"ENSG00000235201.1"
9	118763867	"TUBB4BP6"	"ENSG00000231166.2"
9	119153458	"BRINP1"	"ENSG00000078725.13"
9	119495375	"AC006288.1"	"ENSG00000260970.1"
9	119935053	"LINC01613"	"ENSG00000261432.1"
9	119973094	"AL441989.1"	"ENSG00000225960.1"
9	120244979	"MIR147A"	"ENSG00000207814.1"
9	120388869	"CDK5RAP2"	"ENSG00000136861.18"
9	120600811	"MEGF9"	"ENSG00000106780.9"
9	120720673	"AHCYP2"	"ENSG00000238181.2"
9	120751978	"FBXW2"	"ENSG00000119402.17"
9	120792403	"B3GNT10"	"ENSG00000214654.8"
9	120812475	"AL161911.1"	"ENSG00000270917.1"
9	120815496	"PSMD5"	"ENSG00000095261.14"
9	120824828	"CUTALP"	"ENSG00000226752.9"
9	120855651	"PHF19"	"ENSG00000119403.15"
9	120902393	"TRAF1"	"ENSG00000056558.11"
9	120952335	"C5"	"ENSG00000106804.8"
9	121074863	"CNTRL"	"ENSG00000119397.16"
9	121178133	"RAB14"	"ENSG00000119396.11"
9	121203159	"RN7SL181P"	"ENSG00000243738.3"
9	121207794	"GSN"	"ENSG00000148180.19"
9	121238117	"AL513122.1"	"ENSG00000214651.4"
9	121279863	"AL513122.2"	"ENSG00000239593.1"
9	121280768	"GSN-AS1"	"ENSG00000235865.2"
9	121338987	"STOM"	"ENSG00000148175.13"
9	121369893	"AL359644.1"	"ENSG00000227355.3"
9	121444991	"GGTA1P"	"ENSG00000204136.10"
9	121494519	"RN7SL187P"	"ENSG00000240299.3"
9	121519816	"HMGB1P37"	"ENSG00000213467.4"
9	121567057	"DAB2IP"	"ENSG00000136848.17"
9	121574891	"AL357936.1"	"ENSG00000229854.1"
9	121815674	"AL596244.1"	"ENSG00000261534.1"
9	121821928	"TTLL11"	"ENSG00000175764.14"
9	121884636	"TTLL11-IT1"	"ENSG00000237548.1"
9	122120082	"MIR4478"	"ENSG00000266583.1"
9	122144058	"NDUFA8"	"ENSG00000119421.7"
9	122159908	"MORN5"	"ENSG00000185681.13"
9	122202577	"LHX6"	"ENSG00000106852.15"
9	122237622	"RBM18"	"ENSG00000119446.14"
9	122264603	"MRRF"	"ENSG00000148187.18"
9	122370530	"PTGS1"	"ENSG00000095303.17"
9	122372605	"AL162424.1"	"ENSG00000269970.1"
9	122400970	"AL359636.1"	"ENSG00000233616.2"
9	122403407	"AL359636.2"	"ENSG00000234156.3"
9	122476958	"OR1J1"	"ENSG00000136834.3"
9	122510802	"OR1J2"	"ENSG00000197233.7"
9	122519141	"OR1J4"	"ENSG00000239590.1"
9	122526358	"OR1N1"	"ENSG00000171505.5"
9	122553112	"OR1N2"	"ENSG00000171501.9"
9	122567117	"OR1L8"	"ENSG00000171496.4"
9	122607864	"OR1H1P"	"ENSG00000228914.2"
9	122614738	"OR1Q1"	"ENSG00000165202.3"
9	122628579	"OR1B1"	"ENSG00000280094.2"
9	122661566	"OR1L1"	"ENSG00000173679.2"
9	122675036	"OR1L3"	"ENSG00000171481.4"
9	122685933	"TLK1P1"	"ENSG00000226783.1"
9	122723990	"OR1L4"	"ENSG00000136939.1"
9	122742303	"OR1L6"	"ENSG00000171459.4"
9	122761844	"SKA2P1"	"ENSG00000232387.2"
9	122788933	"OR5C1"	"ENSG00000148215.4"
9	122798389	"PDCL"	"ENSG00000136940.14"
9	122800123	"OR1K1"	"ENSG00000165204.3"
9	122837557	"KRT18P67"	"ENSG00000233425.1"
9	122844556	"RC3H2"	"ENSG00000056586.16"
9	122880213	"SNORD90"	"ENSG00000212447.1"
9	122908056	"ZBTB6"	"ENSG00000186130.5"
9	122915566	"ZBTB26"	"ENSG00000171448.9"
9	122937623	"AC007066.2"	"ENSG00000261094.2"
9	122940733	"AC007066.3"	"ENSG00000286718.1"
9	122940833	"RABGAP1"	"ENSG00000011454.17"
9	122945988	"RNY1P15"	"ENSG00000222351.1"
9	123029373	"AC007066.1"	"ENSG00000213216.2"
9	123034527	"GPR21"	"ENSG00000188394.6"
9	123061845	"AL365338.1"	"ENSG00000225078.2"
9	123109494	"MIR600HG"	"ENSG00000236901.6"
9	123109500	"STRBP"	"ENSG00000165209.19"
9	123111546	"MIR600"	"ENSG00000283941.1"
9	123356170	"CRB2"	"ENSG00000148204.12"
9	123379654	"DENND1A"	"ENSG00000119522.16"
9	123402525	"MIR601"	"ENSG00000207991.1"
9	123485529	"MIR7150"	"ENSG00000274932.1"
9	123491884	"AL445489.1"	"ENSG00000237336.1"
9	123736437	"AL390774.2"	"ENSG00000230826.1"
9	123759220	"AL390774.1"	"ENSG00000229115.1"
9	123843036	"PIGFP2"	"ENSG00000234881.1"
9	124001670	"LHX2"	"ENSG00000106689.11"
9	124006277	"AC006450.3"	"ENSG00000236668.2"
9	124010530	"AC006450.1"	"ENSG00000231227.1"
9	124031624	"AC006450.2"	"ENSG00000234921.1"
9	124257606	"NEK6"	"ENSG00000119408.16"
9	124259250	"AL162724.2"	"ENSG00000235204.1"
9	124262876	"AL162724.1"	"ENSG00000227200.1"
9	124353465	"PSMB7"	"ENSG00000136930.13"
9	124451425	"ADGRD2"	"ENSG00000180264.11"
9	124481236	"NR5A1"	"ENSG00000136931.10"
9	124514938	"AL354979.1"	"ENSG00000231149.2"
9	124517275	"NR6A1"	"ENSG00000148200.17"
9	124598707	"AL669818.1"	"ENSG00000231744.1"
9	124607159	"RN7SL302P"	"ENSG00000241246.3"
9	124658467	"MIR181A2HG"	"ENSG00000224020.1"
9	124692442	"MIR181A2"	"ENSG00000207595.1"
9	124693710	"MIR181B2"	"ENSG00000207737.1"
9	124770123	"AL354928.1"	"ENSG00000236643.1"
9	124777133	"OLFML2A"	"ENSG00000185585.20"
9	124853417	"WDR38"	"ENSG00000136918.7"
9	124857880	"RPL35"	"ENSG00000136942.15"
9	124862130	"ARPC5L"	"ENSG00000136950.13"
9	124878275	"GOLGA1"	"ENSG00000136935.14"
9	124887410	"RNU4-82P"	"ENSG00000199313.1"
9	124942608	"SCAI"	"ENSG00000173611.17"
9	124968294	"FXNP2"	"ENSG00000177736.4"
9	125146573	"PPP6C"	"ENSG00000119414.11"
9	125150653	"PRPS1P2"	"ENSG00000232630.1"
9	125194649	"RPSAP76"	"ENSG00000235332.2"
9	125200542	"RABEPK"	"ENSG00000136933.17"
9	125234853	"HSPA5"	"ENSG00000044574.8"
9	125241663	"AL354710.2"	"ENSG00000239705.2"
9	125261794	"GAPVD1"	"ENSG00000165219.22"
9	125263845	"AL354710.1"	"ENSG00000214593.3"
9	125303920	"RNU6-1020P"	"ENSG00000200554.1"
9	125372325	"AL627223.1"	"ENSG00000227845.2"
9	125417305	"AL627223.2"	"ENSG00000274510.1"
9	125426169	"AL359632.1"	"ENSG00000287782.1"
9	125437393	"MAPKAP1"	"ENSG00000119487.17"
9	125512902	"RN7SL30P"	"ENSG00000243845.3"
9	125567579	"AL162584.1"	"ENSG00000227068.1"
9	125595669	"HNRNPA1P15"	"ENSG00000214761.3"
9	125743754	"AL358074.1"	"ENSG00000229582.3"
9	125747345	"PBX3"	"ENSG00000167081.18"
9	126057580	"AL589923.1"	"ENSG00000232413.1"
9	126270121	"AL162391.2"	"ENSG00000288537.1"
9	126286999	"AL162391.1"	"ENSG00000228392.3"
9	126326829	"MVB12B"	"ENSG00000196814.15"
9	126408041	"NRON"	"ENSG00000253079.1"
9	126426893	"AC006443.1"	"ENSG00000252985.1"
9	126516417	"AL356309.2"	"ENSG00000233721.1"
9	126518840	"AL356309.3"	"ENSG00000279137.1"
9	126527618	"AL356309.1"	"ENSG00000226078.1"
9	126589594	"AL161908.1"	"ENSG00000224842.2"
9	126614443	"LMX1B"	"ENSG00000136944.18"
9	126640756	"AL161908.2"	"ENSG00000238010.1"
9	126701173	"AL161731.1"	"ENSG00000286428.1"
9	126805006	"ZBTB43"	"ENSG00000169155.10"
9	126860665	"ZBTB34"	"ENSG00000177125.5"
9	126914774	"RALGPS1"	"ENSG00000136828.19"
9	127087348	"ANGPTL2"	"ENSG00000136859.10"
9	127213783	"AL450263.1"	"ENSG00000228487.2"
9	127224265	"GARNL3"	"ENSG00000136895.19"
9	127300093	"AL450263.2"	"ENSG00000229369.1"
9	127366770	"AL445222.2"	"ENSG00000271833.1"
9	127397138	"SLC2A8"	"ENSG00000136856.18"
9	127424374	"ZNF79"	"ENSG00000196152.10"
9	127447674	"RPL12"	"ENSG00000197958.13"
9	127448501	"SNORA65"	"ENSG00000201302.1"
9	127451486	"LRSAM1"	"ENSG00000148356.13"
9	127470875	"AL445222.1"	"ENSG00000200788.1"
9	127505339	"NIBAN2"	"ENSG00000136830.12"
9	127579370	"STXBP1"	"ENSG00000136854.21"
9	127690098	"AL162426.1"	"ENSG00000279571.3"
9	127690348	"PTRH1"	"ENSG00000187024.15"
9	127690687	"MIR3911"	"ENSG00000283874.1"
9	127706988	"CFAP157"	"ENSG00000160401.15"
9	127716079	"TTC16"	"ENSG00000167094.16"
9	127731524	"TOR2A"	"ENSG00000160404.18"
9	127738317	"SH2D3C"	"ENSG00000095370.20"
9	127754534	"AL162586.2"	"ENSG00000286196.1"
9	127785679	"CDK9"	"ENSG00000136807.14"
9	127785833	"MIR3960"	"ENSG00000283863.1"
9	127785918	"MIR2861"	"ENSG00000284547.1"
9	127794597	"FPGS"	"ENSG00000136877.15"
9	127815012	"ENG"	"ENSG00000106991.13"
9	127816066	"AL162586.1"	"ENSG00000225032.5"
9	127832635	"AL157935.1"	"ENSG00000222421.1"
9	127841112	"RNA5SP296"	"ENSG00000222455.1"
9	127866486	"AK1"	"ENSG00000106992.19"
9	127867850	"AL157935.3"	"ENSG00000257524.6"
9	127869415	"MIR4672"	"ENSG00000263979.1"
9	127885321	"ST6GALNAC6"	"ENSG00000160408.14"
9	127907886	"ST6GALNAC4"	"ENSG00000136840.19"
9	127920881	"PIP5KL1"	"ENSG00000167103.12"
9	127934503	"AL157935.2"	"ENSG00000227218.7"
9	127935099	"DPM2"	"ENSG00000136908.17"
9	127940582	"FAM102A"	"ENSG00000167106.12"
9	128039135	"AL360268.2"	"ENSG00000230848.1"
9	128061233	"NAIF1"	"ENSG00000171169.9"
9	128068201	"SLC25A25"	"ENSG00000148339.12"
9	128090969	"AL360268.1"	"ENSG00000230536.1"
9	128108581	"SLC25A25-AS1"	"ENSG00000234771.3"
9	128120693	"PTGES2"	"ENSG00000148334.15"
9	128128529	"AL590708.1"	"ENSG00000232850.3"
9	128149071	"LCN2"	"ENSG00000148346.12"
9	128160265	"C9orf16"	"ENSG00000171159.5"
9	128161251	"CIZ1"	"ENSG00000148337.21"
9	128191655	"DNM1"	"ENSG00000106976.20"
9	128244721	"MIR199B"	"ENSG00000207581.1"
9	128244947	"MIR3154"	"ENSG00000264823.3"
9	128255829	"GOLGA2"	"ENSG00000167110.17"
9	128275379	"SWI5"	"ENSG00000175854.12"
9	128305159	"TRUB2"	"ENSG00000167112.10"
9	128316337	"AL359091.3"	"ENSG00000272696.1"
9	128322544	"COQ4"	"ENSG00000167113.11"
9	128340527	"SLC27A4"	"ENSG00000167114.13"
9	128342153	"TMSB4XP4"	"ENSG00000223551.1"
9	128371361	"URM1"	"ENSG00000167118.11"
9	128392007	"AL359091.1"	"ENSG00000207955.5"
9	128392618	"MIR219A2"	"ENSG00000284185.1"
9	128392621	"MIR219B"	"ENSG00000283335.1"
9	128411751	"CERCAM"	"ENSG00000167123.19"
9	128431598	"AL359091.4"	"ENSG00000273186.1"
9	128444587	"AL359091.2"	"ENSG00000228510.2"
9	128455186	"ODF2"	"ENSG00000136811.16"
9	128468957	"ODF2-AS1"	"ENSG00000225951.1"
9	128504700	"GLE1"	"ENSG00000119392.14"
9	128528657	"AL356481.1"	"ENSG00000228395.2"
9	128543916	"RNU7-171P"	"ENSG00000238406.1"
9	128552558	"SPTAN1"	"ENSG00000197694.17"
9	128595893	"AL356481.2"	"ENSG00000280474.1"
9	128630328	"AL356481.3"	"ENSG00000280758.1"
9	128633661	"WDR34"	"ENSG00000119333.11"
9	128650998	"VTI1BP4"	"ENSG00000227759.2"
9	128663134	"HMGA1P4"	"ENSG00000234705.2"
9	128683424	"SET"	"ENSG00000119335.16"
9	128702503	"PKN3"	"ENSG00000160447.7"
9	128709780	"RN7SL560P"	"ENSG00000264438.2"
9	128720870	"ZDHHC12"	"ENSG00000160446.19"
9	128724445	"AL441992.2"	"ENSG00000223478.1"
9	128729786	"ZER1"	"ENSG00000160445.11"
9	128745857	"AL441992.1"	"ENSG00000203286.5"
9	128787253	"TBC1D13"	"ENSG00000107021.16"
9	128818500	"ENDOG"	"ENSG00000167136.7"
9	128819651	"SPOUT1"	"ENSG00000198917.13"
9	128819663	"AL441992.3"	"ENSG00000286112.1"
9	128832942	"KYAT1"	"ENSG00000171097.14"
9	128882112	"LRRC8A"	"ENSG00000136802.11"
9	128920966	"PHYHD1"	"ENSG00000175287.19"
9	128941478	"AL672142.1"	"ENSG00000251184.1"
9	128945530	"DOLK"	"ENSG00000175283.8"
9	128947699	"NUP188"	"ENSG00000095319.14"
9	129004502	"AL592211.1"	"ENSG00000267834.1"
9	129007036	"SH3GLB2"	"ENSG00000148341.17"
9	129036621	"MIGA2"	"ENSG00000148343.18"
9	129080355	"AL592211.2"	"ENSG00000287234.1"
9	129081111	"DOLPP1"	"ENSG00000167130.18"
9	129094794	"CRAT"	"ENSG00000095321.17"
9	129097854	"AL158151.2"	"ENSG00000234055.1"
9	129110950	"PTPA"	"ENSG00000119383.19"
9	129170434	"AL158151.4"	"ENSG00000268707.1"
9	129175552	"IER5L"	"ENSG00000188483.8"
